id,dist
719,117.0
720,153.0
721,156.0
722,136.0
723,116.0
724,142.0
725,135.0
726,202.0
727,188.0
728,166.0
729,191.0
730,108.0
731,102.0
732,120.0
733,114.0
734,111.0
735,94.0
736,98.0
737,140.0
738,107.0
739,192.0
740,211.0
741,101.0
742,146.0
743,228.0
744,105.0
745,105.0
746,143.0
747,104.0
748,106.0
749,182.0
750,105.0
751,115.0
752,120.0
753,108.0
754,45.0
755,104.0
756,63.0
757,140.0
758,113.0
759,127.0
760,120.0
761,123.0
762,79.0
763,80.0
764,83.0
765,96.0
766,149.0
767,77.0
768,114.0
769,173.0
770,75.0
771,77.0
772,144.0
773,124.0
774,172.0
775,158.0
776,88.0
777,178.0
778,110.0
779,93.0
780,116.0
781,136.0
782,99.0
783,117.0
784,95.0
785,97.0
786,84.0
787,118.0
788,88.0
789,102.0
790,70.0
791,117.0
792,79.0
793,101.0
794,162.0
795,169.0
796,109.0
797,177.0
798,118.0
799,97.0
800,96.0
801,112.0
802,97.0
803,121.0
804,81.0
805,131.0
806,136.0
807,83.0
808,117.0
809,76.0
810,89.0
811,144.0
812,160.0
813,132.0
814,127.0
815,142.0
816,206.0
817,201.0
818,93.0
819,132.0
820,77.0
821,77.0
822,88.0
823,87.0
824,156.0
825,146.0
826,89.0
827,146.0
828,90.0
829,115.0
830,101.0
831,116.0
832,84.0
833,80.0
834,118.0
835,116.0
836,174.0
837,118.0
838,113.0
839,150.0
840,122.0
841,97.0
842,146.0
843,183.0
844,170.0
845,120.0
846,135.0
847,123.0
848,122.0
849,128.0
850,106.0
851,155.0
852,164.0
853,124.0
854,156.0
855,171.0
856,163.0
857,137.0
858,100.0
859,131.0
860,206.0
861,123.0
862,194.0
863,137.0
864,126.0
865,136.0
866,122.0
867,115.0
868,147.0
869,140.0
870,145.0
871,158.0
872,159.0
873,162.0
874,232.0
875,197.0
876,91.0
877,105.0
878,99.0
879,146.0
880,190.0
881,139.0
882,75.0
883,172.0
884,139.0
885,119.0
886,167.0
887,91.0
888,100.0
889,124.0
890,123.0
891,68.0
892,114.0
893,103.0
894,78.0
895,107.0
896,115.0
897,135.0
898,115.0
899,80.0
900,164.0
901,169.0
902,159.0
903,134.0
904,180.0
905,206.0
906,168.0
907,110.0
908,134.0
909,161.0
910,180.0
911,103.0
912,105.0
913,195.0
914,126.0
915,136.0
916,102.0
917,85.0
918,106.0
919,141.0
920,107.0
921,86.0
922,119.0
923,162.0
924,134.0
925,142.0
926,172.0
927,179.0
928,203.0
929,116.0
930,121.0
931,102.0
932,90.0
933,144.0
934,134.0
935,110.0
936,171.0
937,166.0
938,104.0
939,125.0
940,140.0
941,126.0
942,78.0
943,105.0
944,116.0
945,154.0
946,113.0
947,101.0
948,95.0
949,164.0
950,140.0
951,120.0
952,123.0
953,142.0
954,145.0
955,219.0
956,183.0
957,170.0
958,165.0
959,126.0
960,229.0
961,68.0
962,104.0
963,134.0
964,127.0
965,72.0
966,72.0
967,73.0
968,115.0
969,115.0
970,108.0
971,95.0
972,142.0
973,187.0
974,146.0
975,219.0
976,222.0
977,151.0
978,159.0
979,186.0
980,225.0
981,152.0
982,93.0
983,172.0
984,163.0
985,115.0
986,84.0
987,101.0
988,135.0
989,133.0
990,112.0
991,88.0
992,152.0
993,91.0
994,131.0
995,173.0
996,124.0
997,93.0
998,168.0
999,117.0
1000,118.0
1001,97.0
1002,89.0
1003,73.0
1004,101.0
1005,110.0
1006,87.0
1007,105.0
1008,143.0
1009,224.0
1010,203.0
1011,134.0
1012,119.0
1013,201.0
1014,158.0
1015,127.0
1016,193.0
1017,156.0
1018,201.0
1019,205.0
1020,108.0
1021,152.0
1022,100.0
1023,129.0
1024,157.0
1025,175.0
1026,200.0
1027,131.0
1028,224.0
1029,91.0
1030,174.0
1031,168.0
1032,153.0
1033,123.0
1034,82.0
1035,92.0
1036,115.0
1037,83.0
1038,92.0
1039,72.0
1040,102.0
1041,103.0
1042,111.0
1043,107.0
1044,101.0
1045,94.0
1046,110.0
1047,113.0
1048,114.0
1049,139.0
1050,164.0
1051,121.0
1052,115.0
1053,130.0
1054,145.0
1055,149.0
1056,142.0
1057,83.0
1058,97.0
1059,141.0
1060,180.0
1061,126.0
1062,107.0
1063,150.0
1064,152.0
1065,103.0
1066,169.0
1067,93.0
1068,101.0
1069,87.0
1070,159.0
1071,101.0
1072,156.0
1073,108.0
1074,153.0
1075,88.0
1076,106.0
1077,92.0
1078,158.0
1079,89.0
1080,74.0
1081,95.0
1082,97.0
1083,157.0
1084,194.0
1085,126.0
1086,150.0
1087,104.0
1088,155.0
1089,174.0
1090,197.0
1091,70.0
1092,101.0
1093,100.0
1094,137.0
1095,105.0
1096,136.0
1097,84.0
1098,120.0
1099,122.0
1100,123.0
1101,132.0
1102,145.0
1103,100.0
1104,134.0
1105,81.0
1106,97.0
1107,97.0
1108,100.0
1109,100.0
1110,176.0
1111,148.0
1112,135.0
1113,120.0
1114,222.0
1115,101.0
1116,115.0
1117,148.0
1118,157.0
1119,96.0
1120,118.0
1121,94.0
1122,116.0
1123,140.0
1124,140.0
1125,169.0
1126,226.0
1127,210.0
1128,142.0
1129,187.0
1130,164.0
1131,198.0
1132,131.0
1133,162.0
1134,108.0
1135,134.0
1136,145.0
1137,117.0
1138,126.0
1139,94.0
1140,114.0
1141,115.0
1142,99.0
1143,182.0
1144,154.0
1145,114.0
1146,101.0
1147,102.0
1148,99.0
1149,163.0
1150,139.0
1151,134.0
1152,183.0
1153,116.0
1154,189.0
1155,127.0
1156,95.0
1157,125.0
1158,91.0
1159,149.0
1160,118.0
1161,99.0
1162,182.0
1163,102.0
1164,92.0
1165,128.0
1166,148.0
1167,130.0
1168,100.0
1169,106.0
1170,122.0
1171,179.0
1172,154.0
1173,82.0
1174,144.0
1175,165.0
1176,155.0
1177,98.0
1178,93.0
1179,105.0
1180,107.0
1181,130.0
1182,105.0
1183,109.0
1184,92.0
1185,105.0
1186,199.0
1187,155.0
1188,99.0
1189,153.0
1190,83.0
1191,93.0
1192,132.0
1193,125.0
1194,94.0
1195,108.0
1196,77.0
1197,136.0
1198,179.0
1199,145.0
1200,105.0
1201,115.0
1202,153.0
1203,174.0
1204,168.0
1205,110.0
1206,116.0
1207,118.0
1208,96.0
1209,115.0
1210,129.0
1211,100.0
1212,73.0
1213,57.0
1214,86.0
1215,104.0
1216,115.0
1217,96.0
1218,95.0
1219,140.0
1220,86.0
1221,105.0
1222,120.0
1223,136.0
1224,100.0
1225,117.0
1226,90.0
1227,101.0
1228,178.0
1229,92.0
1230,118.0
1231,181.0
1232,119.0
1233,113.0
1234,170.0
1235,97.0
1236,115.0
1237,84.0
1238,98.0
1239,120.0
1240,185.0
1241,117.0
1242,97.0
1243,195.0
1244,183.0
1245,147.0
1246,101.0
1247,195.0
1248,84.0
1249,83.0
1250,62.0
1251,94.0
1252,76.0
1253,81.0
1254,137.0
1255,165.0
1256,181.0
1257,108.0
1258,182.0
1259,187.0
1260,86.0
1261,147.0
1262,169.0
1263,190.0
1264,93.0
1265,133.0
1266,172.0
1267,82.0
1268,164.0
1269,123.0
1270,138.0
1271,148.0
1272,152.0
1273,183.0
1274,131.0
1275,136.0
1276,157.0
1277,96.0
1278,108.0
1279,121.0
1280,90.0
1281,92.0
1282,118.0
1283,94.0
1284,162.0
1285,121.0
1286,134.0
1287,149.0
1288,162.0
1289,131.0
1290,99.0
1291,163.0
1292,148.0
1293,147.0
1294,97.0
1295,96.0
1296,156.0
1297,134.0
1298,88.0
1299,78.0
1300,153.0
1301,126.0
1302,129.0
1303,168.0
1304,124.0
1305,156.0
1306,183.0
1307,174.0
1308,152.0
1309,202.0
1310,129.0
1311,111.0
1312,113.0
1313,127.0
1314,116.0
1315,112.0
1316,106.0
1317,96.0
1318,98.0
1319,170.0
1320,141.0
1321,131.0
1322,160.0
1323,157.0
1324,191.0
1325,122.0
1326,174.0
1327,144.0
1328,84.0
1329,177.0
1330,115.0
1331,128.0
1332,145.0
1333,157.0
1334,169.0
1335,117.0
1336,124.0
1337,160.0
1338,143.0
1339,126.0
1340,112.0
1341,127.0
1342,117.0
1343,201.0
1344,124.0
1345,173.0
1346,209.0
1347,147.0
1348,144.0
1349,140.0
1350,161.0
1351,100.0
1352,102.0
1353,105.0
1354,114.0
1355,137.0
1356,107.0
1357,77.0
1358,164.0
1359,182.0
1360,120.0
1361,173.0
1362,112.0
1363,101.0
1364,158.0
1365,184.0
1366,187.0
1367,194.0
1368,123.0
1369,121.0
1370,200.0
1371,97.0
1372,65.0
1373,128.0
1374,136.0
1375,80.0
1376,153.0
1377,99.0
1378,160.0
1379,94.0
1380,171.0
1381,148.0
1382,123.0
1383,139.0
1384,193.0
1385,221.0
1386,211.0
1387,210.0
1388,102.0
1389,214.0
1390,193.0
1391,103.0
1392,220.0
1393,158.0
1394,104.0
1395,103.0
1396,188.0
1397,115.0
1398,197.0
1399,103.0
1400,124.0
1401,191.0
1402,189.0
1403,125.0
1404,177.0
1405,221.0
1406,132.0
1407,221.0
1408,195.0
1409,171.0
1410,152.0
1411,116.0
1412,173.0
1413,141.0
1414,196.0
1415,120.0
1416,179.0
1417,138.0
1418,198.0
1419,179.0
1420,224.0
1421,172.0
1422,238.0
1423,172.0
1424,143.0
1425,187.0
1426,151.0
1427,143.0
1428,164.0
1429,161.0
1430,141.0
1431,165.0
1432,190.0
1433,215.0
1434,110.0
1435,121.0
1436,139.0
1437,169.0
1438,198.0
1439,113.0
1440,131.0
1441,101.0
1442,167.0
1443,209.0
1444,97.0
1445,133.0
1446,136.0
1447,157.0
1448,173.0
1449,163.0
1450,142.0
1451,114.0
1452,118.0
1453,179.0
1454,112.0
1455,107.0
1456,198.0
1457,224.0
1458,124.0
1459,114.0
1460,156.0
1461,222.0
1462,219.0
1463,125.0
1464,91.0
1465,75.0
1466,115.0
1467,166.0
1468,143.0
1469,114.0
1470,74.0
1471,108.0
1472,149.0
1473,158.0
1474,171.0
1475,115.0
1476,75.0
1477,112.0
1478,115.0
1479,146.0
1480,107.0
1481,90.0
1482,144.0
1483,134.0
1484,87.0
1485,94.0
1486,100.0
1487,124.0
1488,111.0
1489,127.0
1490,118.0
1491,114.0
1492,175.0
1493,179.0
1494,108.0
1495,79.0
1496,93.0
1497,99.0
1498,120.0
1499,132.0
1500,137.0
1501,125.0
1502,118.0
1503,197.0
1504,121.0
1505,104.0
1506,106.0
1507,149.0
1508,114.0
1509,246.0
1510,228.0
1511,150.0
1512,159.0
1513,186.0
1514,105.0
1515,115.0
1516,109.0
1517,107.0
1518,126.0
1519,108.0
1520,111.0
1521,178.0
1522,152.0
1523,158.0
1524,110.0
1525,155.0
1526,118.0
1527,109.0
1528,113.0
1529,95.0
1530,116.0
1531,148.0
1532,186.0
1533,116.0
1534,120.0
1535,148.0
1536,75.0
1537,154.0
1538,126.0
1539,98.0
1540,171.0
1541,108.0
1542,171.0
1543,141.0
1544,126.0
1545,160.0
1546,130.0
1547,88.0
1548,113.0
1549,88.0
1550,141.0
1551,161.0
1552,156.0
1553,143.0
1554,96.0
1555,106.0
1556,150.0
1557,130.0
1558,99.0
1559,101.0
1560,138.0
1561,98.0
1562,193.0
1563,97.0
1564,183.0
1565,97.0
1566,192.0
1567,185.0
1568,99.0
1569,125.0
1570,180.0
1571,114.0
1572,120.0
1573,123.0
1574,106.0
1575,78.0
1576,121.0
1577,170.0
1578,138.0
1579,148.0
1580,150.0
1581,79.0
1582,87.0
1583,99.0
1584,164.0
1585,91.0
1586,115.0
1587,109.0
1588,135.0
1589,97.0
1590,164.0
1591,130.0
1592,97.0
1593,195.0
1594,81.0
1595,157.0
1596,159.0
1597,132.0
1598,82.0
1599,112.0
1600,105.0
1601,125.0
1602,104.0
1603,80.0
1604,103.0
1605,84.0
1606,152.0
1607,95.0
1608,159.0
1609,87.0
1610,90.0
1611,94.0
1612,96.0
1613,81.0
1614,192.0
1615,99.0
1616,105.0
1617,176.0
1618,107.0
1619,129.0
1620,123.0
1621,92.0
1622,101.0
1623,111.0
1624,103.0
1625,133.0
1626,168.0
1627,103.0
1628,151.0
1629,82.0
1630,116.0
1631,177.0
1632,103.0
1633,112.0
1634,91.0
1635,82.0
1636,124.0
1637,137.0
1638,110.0
1639,160.0
1640,201.0
1641,125.0
1642,144.0
1643,100.0
1644,189.0
1645,143.0
1646,142.0
1647,109.0
1648,119.0
1649,162.0
1650,208.0
1651,76.0
1652,107.0
1653,98.0
1654,134.0
1655,150.0
1656,135.0
1657,148.0
1658,128.0
1659,121.0
1660,144.0
1661,99.0
1662,198.0
1663,107.0
1664,182.0
1665,181.0
1666,172.0
1667,158.0
1668,88.0
1669,133.0
1670,184.0
1671,146.0
1672,241.0
1673,144.0
1674,229.0
1675,214.0
1676,68.0
1677,105.0
1678,194.0
1679,129.0
1680,186.0
1681,146.0
1682,182.0
1683,98.0
1684,134.0
1685,106.0
1686,111.0
1687,55.0
1688,88.0
1689,158.0
1690,167.0
1691,153.0
1692,111.0
1693,144.0
1694,113.0
1695,122.0
1696,139.0
1697,198.0
1698,176.0
1699,205.0
1700,186.0
1701,210.0
1702,228.0
1703,184.0
1704,107.0
1705,76.0
1706,86.0
1707,85.0
1708,113.0
1709,164.0
1710,164.0
1711,208.0
1712,228.0
1713,178.0
1714,205.0
1715,128.0
1716,95.0
1717,112.0
1718,145.0
1719,147.0
1720,136.0
1721,125.0
1722,97.0
1723,92.0
1724,106.0
1725,120.0
1726,116.0
1727,90.0
1728,83.0
1729,131.0
1730,82.0
1731,93.0
1732,108.0
1733,107.0
1734,90.0
1735,97.0
1736,119.0
1737,111.0
1738,114.0
1739,88.0
1740,104.0
1741,128.0
1742,172.0
1743,106.0
1744,119.0
1745,137.0
1746,95.0
1747,98.0
1748,105.0
1749,86.0
1750,95.0
1751,107.0
1752,80.0
1753,104.0
1754,105.0
1755,70.0
1756,79.0
1757,149.0
1758,115.0
1759,115.0
1760,119.0
1761,184.0
1762,147.0
1763,108.0
1764,100.0
1765,99.0
1766,87.0
1767,134.0
1768,135.0
1769,125.0
1770,116.0
1771,122.0
1772,167.0
1773,142.0
1774,109.0
1775,101.0
1776,88.0
1777,91.0
1778,99.0
1779,80.0
1780,76.0
1781,120.0
1782,75.0
1783,146.0
1784,208.0
1785,149.0
1786,168.0
1787,121.0
1788,150.0
1789,232.0
1790,145.0
1791,140.0
1792,126.0
1793,95.0
1794,190.0
1795,116.0
1796,217.0
1797,142.0
1798,223.0
1799,199.0
1800,183.0
1801,167.0
1802,91.0
1803,164.0
1804,135.0
1805,153.0
1806,146.0
1807,119.0
1808,138.0
1809,187.0
1810,164.0
1811,154.0
1812,88.0
1813,147.0
1814,149.0
1815,128.0
1816,178.0
1817,102.0
1818,201.0
1819,103.0
1820,108.0
1821,112.0
1822,122.0
1823,208.0
1824,98.0
1825,171.0
1826,199.0
1827,90.0
1828,87.0
1829,220.0
1830,151.0
1831,150.0
1832,136.0
1833,108.0
1834,202.0
1835,111.0
1836,163.0
1837,176.0
1838,143.0
1839,105.0
1840,152.0
1841,118.0
1842,129.0
1843,182.0
1844,136.0
1845,197.0
1846,200.0
1847,104.0
1848,93.0
1849,93.0
1850,118.0
1851,75.0
1852,79.0
1853,160.0
1854,156.0
1855,112.0
1856,109.0
1857,99.0
1858,83.0
1859,154.0
1860,81.0
1861,146.0
1862,93.0
1863,100.0
1864,110.0
1865,124.0
1866,144.0
1867,119.0
1868,111.0
1869,110.0
1870,111.0
1871,76.0
1872,96.0
1873,109.0
1874,119.0
1875,120.0
1876,183.0
1877,132.0
1878,204.0
1879,139.0
1880,128.0
1881,89.0
1882,96.0
1883,146.0
1884,196.0
1885,68.0
1886,165.0
1887,128.0
1888,143.0
1889,143.0
1890,109.0
1891,104.0
1892,65.0
1893,124.0
1894,104.0
1895,90.0
1896,122.0
1897,170.0
1898,139.0
1899,104.0
1900,84.0
1901,91.0
1902,73.0
1903,94.0
1904,162.0
1905,108.0
1906,160.0
1907,73.0
1908,150.0
1909,58.0
1910,182.0
1911,219.0
1912,252.0
1913,207.0
1914,272.0
1915,228.0
1916,200.0
1917,188.0
1918,223.0
1919,147.0
1920,95.0
1921,129.0
1922,148.0
1923,162.0
1924,100.0
1925,144.0
1926,111.0
1927,122.0
1928,132.0
1929,214.0
1930,170.0
1931,162.0
1932,74.0
1933,182.0
1934,175.0
1935,117.0
1936,262.0
1937,131.0
1938,171.0
1939,239.0
1940,129.0
1941,88.0
1942,216.0
1943,105.0
1944,148.0
1945,146.0
1946,176.0
1947,173.0
1948,210.0
1949,148.0
1950,110.0
1951,125.0
1952,179.0
1953,115.0
1954,180.0
1955,114.0
1956,170.0
1957,143.0
1958,169.0
1959,185.0
1960,146.0
1961,159.0
1962,145.0
1963,133.0
1964,118.0
1965,146.0
1966,166.0
1967,120.0
1968,102.0
1969,116.0
1970,169.0
1971,138.0
1972,98.0
1973,133.0
1974,120.0
1975,109.0
1976,128.0
1977,120.0
1978,193.0
1979,99.0
1980,113.0
1981,90.0
1982,113.0
1983,104.0
1984,175.0
1985,100.0
1986,103.0
1987,98.0
1988,95.0
1989,115.0
1990,113.0
1991,98.0
1992,135.0
1993,114.0
1994,86.0
1995,111.0
1996,78.0
1997,143.0
1998,125.0
1999,96.0
2000,162.0
2001,147.0
2002,136.0
2003,174.0
2004,136.0
2005,127.0
2006,118.0
2007,73.0
2008,98.0
2009,102.0
2010,98.0
2011,100.0
2012,75.0
2013,109.0
2014,118.0
2015,82.0
2016,72.0
2017,109.0
2018,136.0
2019,99.0
2020,154.0
2021,102.0
2022,134.0
2023,120.0
2024,129.0
2025,127.0
2026,137.0
2027,103.0
2028,119.0
2029,172.0
2030,99.0
2031,92.0
2032,94.0
2033,114.0
2034,158.0
2035,172.0
2036,111.0
2037,183.0
2038,134.0
2039,117.0
2040,112.0
2041,190.0
2042,108.0
2043,153.0
2044,99.0
2045,128.0
2046,146.0
2047,112.0
2048,96.0
2049,150.0
2050,117.0
2051,87.0
2052,118.0
2053,140.0
2054,192.0
2055,99.0
2056,171.0
2057,130.0
2058,170.0
2059,113.0
2060,122.0
2061,124.0
2062,136.0
2063,126.0
2064,152.0
2065,135.0
2066,116.0
2067,159.0
2068,141.0
2069,118.0
2070,116.0
2071,173.0
2072,152.0
2073,139.0
2074,111.0
2075,180.0
2076,150.0
2077,160.0
2078,139.0
2079,89.0
2080,85.0
2081,118.0
2082,137.0
2083,177.0
2084,116.0
2085,85.0
2086,79.0
2087,127.0
2088,88.0
2089,116.0
2090,97.0
2091,116.0
2092,114.0
2093,148.0
2094,89.0
2095,115.0
2096,156.0
2097,174.0
2098,117.0
2099,123.0
2100,100.0
2101,122.0
2102,181.0
2103,144.0
2104,102.0
2105,146.0
2106,99.0
2107,114.0
2108,202.0
2109,215.0
2110,179.0
2111,209.0
2112,118.0
2113,120.0
2114,111.0
2115,163.0
2116,114.0
2117,112.0
2118,156.0
2119,120.0
2120,106.0
2121,88.0
2122,143.0
2123,92.0
2124,89.0
2125,132.0
2126,142.0
2127,95.0
2128,156.0
2129,151.0
2130,110.0
2131,110.0
2132,133.0
2133,94.0
2134,127.0
2135,152.0
2136,97.0
2137,145.0
2138,122.0
2139,185.0
2140,128.0
2141,98.0
